date,campaign_id,channel,keyword,audience,bid_strategy,bid_spend,quality_score,landing_page_performance
2026-02-14,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target ROAS,879.32,4.1,0.48
2026-02-14,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target ROAS,1750.18,6.6,0.308
2026-02-14,CAMP_GGL_GEN_02,Google Ads,best trading platform,KYC Dropoff,Target ROAS,3244.03,8.2,0.58
2026-02-14,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target CPA,2365.02,6.9,0.343
2026-02-14,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Target CPA,2566.98,6.6,0.357
2026-02-14,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,2423.95,8.2,0.29
2026-02-14,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Target ROAS,848.25,8.0,0.652
2026-02-14,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Target CPA,1238.11,4.3,0.729
2026-02-14,CAMP_GGL_UAC_04,Google Ads,intraday app,Brand Searchers,Target ROAS,1432.34,7.7,0.78
2026-02-14,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,2620.42,3.1,0.244
2026-02-14,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,926.79,3.9,0.773
2026-02-14,CAMP_META_AWR_05,Meta (FB/IG),options traders,Finance Interests,Highest Volume,1155.98,7.2,0.209
2026-02-14,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Cost Cap,1584.59,7.8,0.53
2026-02-14,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,932.37,3.5,0.191
2026-02-14,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Highest Volume,1775.23,7.5,0.736
2026-02-14,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,2189.35,8.5,0.505
2026-02-14,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,3078.09,9.2,0.434
2026-02-15,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target ROAS,1027.01,3.7,0.196
2026-02-15,CAMP_GGL_BRAND_01,Google Ads,open demat account,Brand Searchers,Target CPA,1924.71,3.3,0.461
2026-02-15,CAMP_GGL_BRAND_01,Google Ads,stock trading app,KYC Dropoff,Target CPA,838.77,8.6,0.713
2026-02-15,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Target CPA,1238.37,9.0,0.57
2026-02-15,CAMP_GGL_GEN_02,Google Ads,open demat account,Brand Searchers,Maximize Conversions,2901.30,,0.65
2026-02-15,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Target CPA,2848.66,8.1,0.243
2026-02-15,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Target CPA,2194.30,,0.728
2026-02-15,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Target CPA,2369.16,8.6,0.742
2026-02-15,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Target CPA,2735.40,6.1,0.199
2026-02-15,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Bid Cap,2778.35,6.2,0.66
2026-02-15,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Lookalike 2%,Cost Cap,8647.24,5.3,0.285
2026-02-15,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,719.29,5.7,0.689
2026-02-15,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Finance Interests,Bid Cap,1118.36,8.6,0.555
2026-02-15,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Bid Cap,2845.84,3.2,0.183
2026-02-15,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,704.90,8.7,0.674
2026-02-16,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,2968.75,6.4,0.276
2026-02-16,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target ROAS,3369.92,7.7,0.639
2026-02-16,CAMP_GGL_GEN_02,Google Ads,stock trading app,App Installers,Target CPA,1566.98,8.6,0.345
2026-02-16,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target ROAS,2678.42,,0.453
2026-02-16,CAMP_GGL_GEN_02,Google Ads,zero brokerage,App Installers,Maximize Conversions,2229.74,3.3,0.188
2026-02-16,CAMP_GGL_DG_03,Google Ads,zero brokerage,App Installers,Target ROAS,3649.82,3.5,0.718
2026-02-16,CAMP_GGL_DG_03,Google Ads,open demat account,High Intent Traders,Target CPA,2603.80,3.3,0.209
2026-02-16,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,3490.61,8.8,0.438
2026-02-16,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Target CPA,3299.20,5.1,0.668
2026-02-16,CAMP_GGL_UAC_04,Google Ads,intraday app,Brand Searchers,Maximize Conversions,3505.55,6.8,0.651
2026-02-16,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,1865.65,4.3,0.343
2026-02-16,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,2722.68,6.5,0.685
2026-02-16,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,1714.21,9.0,0.571
2026-02-16,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Video Engagers,Bid Cap,2462.18,5.0,0.651
2026-02-17,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,Brand Searchers,Target ROAS,2186.03,9.6,0.313
2026-02-17,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Target CPA,1983.13,7.5,0.62
2026-02-17,CAMP_GGL_GEN_02,Google Ads,best trading platform,App Installers,Maximize Conversions,2529.66,6.0,0.489
2026-02-17,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Target CPA,-103.59,6.7,0.727
2026-02-17,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,3149.23,8.2,0.703
2026-02-17,CAMP_GGL_UAC_04,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1812.90,6.6,0.563
2026-02-17,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,2316.89,7.4,0.27
2026-02-17,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Bid Cap,1962.66,8.3,0.729
2026-02-17,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,2946.08,5.6,0.641
2026-02-17,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,1600.47,7.6,0.262
2026-02-17,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Bid Cap,2767.60,3.2,0.274
2026-02-17,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Lookalike 2%,Bid Cap,1450.13,5.5,0.783
2026-02-17,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Finance Interests,Bid Cap,3043.88,3.8,0.257
